id,time,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,Z1,Z2,Z3,Z4,y
000002,2008-12-31,1.75755,0.426895,10.619252,0.674441,0.48271,0.010612,0.802727,1.006723,0.19124,5.121004,0.242206,8.239106,1.939,0.838232,0.3613,0.040896,0.610007,0.045383,0.098761,-22627266455,-0.000286,2768640135,14.7255,12.1017,0.021684,0.0223,1
000002,2009-03-31,1.797422,0.525908,7.660646,0.681718,0.466882,0.009868,0.778644,1.003186,0.046943,-0.556958,0.298674,11.432965,0.488735,0.154509,0.068548,0.00746,0.661914,0.029222,0.086438,-1657764677,0.029516,-2995773086,14.7255,12.1017,0.021684,0.022337,1
000002,2009-06-30,1.896734,0.553061,18.6758,0.664271,0.50541,0.009362,0.757283,0.999962,0.04431,1.489115,0.274686,8.308382,1.230223,0.38826,0.183561,0.026094,0.688135,0.025286,0.06225,4392469306,0.078876,-7101348446,14.7255,12.1017,0.021684,0.022337,1
000002,2009-09-30,1.969177,0.589206,12.823245,0.67287,0.486171,0.008886,0.721441,1.001129,0.086097,-0.742389,0.316122,4.634328,1.700183,0.484901,0.238656,0.029646,0.697912,0.03163,0.076029,-2878066977,0.086803,-7840813524,14.7255,8.7936,0.021684,0.022515,1
000002,2009-12-31,1.914878,0.591228,16.021304,0.670017,0.4925,0.009854,0.738159,1.007851,0.15408,3.844235,0.179792,5.325484,2.117461,0.785048,0.375075,0.049339,0.706097,0.030967,0.072204,-18007000390,0.067244,-7205299876,14.7255,8.7936,0.021684,0.022515,1
000002,2010-03-31,1.812404,0.480805,15.694357,0.680628,0.469231,0.009054,0.769633,0.993773,0.078392,-0.573933,-0.134397,4.878153,0.297978,0.11884,0.053269,0.008347,0.632796,0.039079,0.094356,-23601712131,-0.045825,-9077908006,14.7255,10.221,0.021684,0.022644,1
000002,2010-06-30,1.776353,0.477737,16.873401,0.698343,0.431962,0.008326,0.766192,0.992808,0.166444,0.687875,-0.261058,3.630363,0.767301,0.251457,0.109899,0.020718,0.610733,0.036168,0.085349,-42514126036,-0.059275,-7130202292,14.7255,10.221,0.021684,0.022644,1
000002,2010-09-30,1.652441,0.518992,18.037551,0.73748,0.355969,0.007058,0.784215,0.989215,0.365724,-0.665053,-0.280409,2.348599,1.042772,0.315597,0.124609,0.0213,0.61197,0.044982,0.096967,-82602034621,-0.006424,-5992976205,14.7255,14.7255,0.021684,0.022424,1
000002,2010-12-31,1.585187,0.556782,24.681269,0.746861,0.338937,0.005656,0.805028,0.996159,0.567036,6.541784,-0.037464,11.472585,1.776997,0.668431,0.246758,0.043011,0.593004,0.040997,0.087347,-1.20661E+11,0.010375,-4558005226,14.7255,14.7255,0.021684,0.022424,1
000002,2011-03-31,1.479813,0.486104,12.219905,0.761516,0.31317,0.005143,0.847,0.984732,0.091456,-0.76267,0.045983,12.453388,0.250762,0.109423,0.035479,0.005297,0.510495,0.049374,0.138696,-37029408335,-0.008392,-8458968718,14.7255,12.1017,0.021684,0.022385,1
000002,2011-06-30,1.447155,0.45427,24.225908,0.778482,0.284552,0.004713,0.849579,0.992377,0.21018,0.733289,0.187713,9.461495,0.596296,0.259002,0.080029,0.013022,0.549943,0.047864,0.10099,-79753965085,0.014661,-7173040343,14.7255,12.1017,0.021684,0.022385,1
000002,2011-09-30,1.396457,0.405281,29.993172,0.789716,0.266279,0.004413,0.870344,0.991662,0.313342,-0.586032,0.330729,9.268923,0.832263,0.37978,0.10782,0.015107,0.581555,0.057641,0.107669,-1.28052E+11,-0.00528,-2175806396,14.7255,12.0206,0.021684,0.022519,1
000002,2011-12-31,1.408135,0.370215,32.003295,0.770997,0.297021,0.005388,0.87892,0.997301,0.37364,7.776038,0.432889,7.702506,1.453252,0.876228,0.253966,0.041039,0.602208,0.035618,0.078637,-1.3657E+11,0.011443,5773080316,14.7255,12.0206,0.021684,0.022519,1
000002,2012-03-31,1.45903,0.4032,16.916203,0.777343,0.286433,0.005087,0.842664,0.989676,0.048034,-0.795743,0.335642,11.031335,0.213377,0.110838,0.034871,0.005159,0.582094,0.056277,0.117728,-19695481780,0.004124,-18916049123,14.7255,10.859,0.021684,0.022423,1
000002,2012-06-30,1.456658,0.414006,15.275417,0.788639,0.268008,0.004741,0.833187,0.993992,0.115435,0.963305,0.613886,6.756078,0.671928,0.309892,0.09715,0.014342,0.627362,0.040308,0.081564,-46303134639,0.008533,-17114435784,14.7255,10.859,0.021684,0.022423,1
000002,2012-09-30,1.420307,0.363989,13.180502,0.794002,0.259443,0.004507,0.845804,0.998402,0.174087,-0.463983,0.624585,8.033746,0.900869,0.469906,0.139058,0.018528,0.626201,0.045632,0.094776,-88300405158,-0.010037,-14454343202,14.725,11.6161,0.021683,0.022559,1
000002,2012-12-31,1.396177,0.414148,28.55147,0.783163,0.276873,0.004256,0.875853,0.997288,0.278835,4.908269,0.463831,6.696101,1.458318,1.00171,0.284244,0.043175,0.634445,0.02964,0.064019,-1.12074E+11,0.009836,-4754649608,14.725,11.6161,0.021683,0.022559,1
000002,2013-03-31,1.340406,0.372058,8.996246,0.797493,0.253929,0.003777,0.897888,1.000108,0.103201,-0.81197,0.381953,11.691743,0.204547,0.13744,0.034904,0.004461,0.628689,0.044529,0.106832,-72301457887,-0.005703,-6530585344,14.7007,10.6969,0.021611,0.022478,1
000002,2013-06-30,1.315401,0.324817,20.033668,0.796259,0.255873,0.003796,0.912617,0.996047,0.141077,0.981996,0.376978,7.645334,0.568982,0.417798,0.100178,0.012915,0.664137,0.034576,0.072435,-1.0571E+11,-0.022655,5732125617,14.7007,10.6969,0.021611,0.022478,1
000002,2013-09-30,1.337643,0.311379,13.116465,0.795362,0.25729,0.00355,0.900187,0.996944,0.21736,-0.396239,0.396543,6.166731,0.908607,0.568864,0.143591,0.01693,0.678555,0.036611,0.07929,-1.56597E+11,-0.026154,-5301863996,14.7007,12.1017,0.021611,0.022401,1
000002,2013-12-31,1.343926,0.337203,28.240777,0.77997,0.2821,0.004444,0.880021,0.998778,0.265056,4.053307,0.350973,8.298878,1.450905,1.197075,0.306345,0.041393,0.685264,0.028539,0.057298,-1.60671E+11,0.004015,6524508182,14.699,12.1017,0.021606,0.022275,1
000002,2014-03-31,1.341034,0.343339,12.113912,0.794492,0.258666,0.004273,0.867767,0.989482,0.033208,-0.848589,-0.294792,27.729713,0.102633,0.081582,0.020747,0.003579,0.600837,0.074817,0.164183,-38411911454,-0.011268,-12816847323,14.9387,12.299,0.022317,0.023013,1
000002,2014-06-30,1.373589,0.357208,18.951664,0.789308,0.266933,0.003605,0.848775,0.962623,0.047097,1.352486,0.021443,9.766496,0.474264,0.326166,0.088711,0.011895,0.690847,0.037652,0.081738,-32752362500,0.006841,-21336200657,14.9386,1.2514,0.022316,0.037611,1
000002,2014-09-30,1.339219,0.352955,17.29268,0.795793,0.256609,0.003482,0.860642,0.972219,0.085076,-0.451885,0.023242,7.516463,0.731747,0.522658,0.132387,0.015946,0.699357,0.040787,0.08349,-58963972915,0.033087,-2277072927,14.9386,1.2514,0.022316,0.038785,1
000002,2014-12-31,1.344714,0.42551,40.405126,0.772046,0.295259,0.00454,0.880613,0.989189,0.060941,4.530144,0.11962,4.722629,1.529625,1.228585,0.314945,0.041496,0.700584,0.03089,0.061927,-1099629349,0.082069,12468236668,14.9082,1.2514,0.022225,0.038533,1
000002,2015-03-31,1.302974,0.391483,27.706725,0.779098,0.283536,0.006124,0.901109,0.987805,0.03468,-0.922275,-0.015029,16.338893,0.089326,0.079491,0.018484,0.001887,0.659983,0.077268,0.1624,-56358559121,-0.02917,5447150531,14.9082,1.2514,0.022225,0.038688,1
000002,2015-06-30,1.292964,0.414138,89.010047,0.780608,0.281053,0.007017,0.90416,0.993383,0.056114,5.477187,0.198937,6.833328,0.549492,0.452756,0.102587,0.013856,0.695505,0.030809,0.061007,-65046083490,-0.01268,21559768549,14.894,1.2514,0.022183,0.038696,1
000002,2015-09-30,1.293264,0.419337,37.63709,0.787795,0.269366,0.007078,0.89418,0.988736,0.122706,-0.532575,0.244674,5.172818,0.735254,0.67502,0.153069,0.018343,0.70942,0.033577,0.066311,-1.21186E+11,-0.008204,12090549620,15.2386,1.2797,0.023221,0.043936,1
000002,2015-12-31,1.302247,0.425896,71.75588,0.777015,0.286976,0.008044,0.884367,0.979888,0.20237,4.969431,0.321784,4.686231,1.510727,1.540211,0.357478,0.047437,0.706475,0.021162,0.047872,-1.5958E+11,0.026249,17158106500,15.2264,1.2797,0.023184,0.050304,1
000002,2016-03-31,1.291051,0.387376,7.97751,0.789403,0.266779,0.007261,0.878502,0.975897,0.077772,-0.923841,0.650895,10.076141,0.108293,0.109875,0.02477,0.002119,0.68219,0.049728,0.144493,-91116392533,-0.01628,-19768807930,15.2436,1.2797,0.023237,0.050417,1
000002,2016-06-30,1.245219,0.406726,24.366353,0.806019,0.240666,0.007267,0.888066,0.992411,0.165241,3.676506,0.559763,5.50509,0.516538,0.598222,0.117807,0.011174,0.736911,0.027344,0.062154,-1.7277E+11,0.036216,-6964087068,15.2436,1.2797,0.023237,0.050417,1
000002,2016-09-30,1.202724,0.394908,25.292335,0.810123,0.23438,0.007199,0.903269,0.989107,0.236603,-0.282162,0.506231,5.86196,0.724178,1.043841,0.175944,0.01697,0.734729,0.028429,0.061136,-2.43184E+11,0.056865,16406196889,15.2436,1.2799,0.023237,0.050353,1
000002,2016-12-31,1.243616,0.437819,25.655739,0.805367,0.24167,0.008199,0.866966,0.994145,0.358875,3.066143,0.243867,3.158486,1.229594,1.701928,0.333396,0.039305,0.705856,0.02146,0.05636,-3.43305E+11,0.047631,14167552694,15.2436,1.2797,0.023237,0.051886,1
000002,2017-03-31,1.231996,0.448679,5.249554,0.817327,0.223501,0.007352,0.86598,0.992031,0.067511,-0.934984,0.295157,8.397596,0.105885,0.127665,0.024041,0.001434,0.701959,0.054243,0.153617,-1.05653E+11,-0.01074,-11638264510,15.3055,1.2849,0.023426,0.051985,1
000002,2017-06-30,1.201311,0.467275,20.249979,0.826575,0.209811,0.007352,0.880245,0.988048,0.118689,7.063518,-0.129307,4.394243,0.359011,0.512892,0.085949,0.012377,0.673467,0.03012,0.077719,-1.6637E+11,0.023513,-221987614.5,25.6343,2.1521,0.065712,0.092438,1
000002,2017-09-30,1.210249,0.469676,16.761311,0.835302,0.197172,0.006734,0.873961,0.989766,0.22597,-0.467393,-0.035877,3.035644,0.588047,0.749166,0.130148,0.016467,0.68269,0.031243,0.088089,-3.37639E+11,0.016405,-29404419321,29.3755,2.4662,0.086292,0.112967,1
000002,2017-12-31,1.200857,0.495029,25.643675,0.839813,0.190742,0.006092,0.865821,0.993566,0.402893,3.700679,-0.039442,2.152961,0.922973,1.427149,0.238707,0.036567,0.659044,0.02578,0.070824,-5.13095E+11,0.070642,9386339825,29.3755,2.4662,0.086292,0.112967,1
000002,2018-03-31,1.21041,0.495171,3.883826,0.840445,0.189846,0.007243,0.856186,0.990585,0.050558,-0.92053,0.590707,4.310651,0.119502,0.1663,0.028909,0.001669,0.65828,0.041399,0.147098,-1.86096E+11,-0.02267,-38216818502,29.3755,2.4662,0.086292,0.112967,1
000002,2018-06-30,1.180487,0.521951,9.432534,0.847018,0.180613,0.006599,0.85114,0.998032,0.154293,5.599162,0.509099,3.036427,0,0.605466,0.092571,0.011812,0.655628,0.0265,0.089489,-3.42993E+11,-0.003163,-28129538819,29.3755,2.4662,0.086292,0.112934,1
000002,2018-09-30,1.161159,0.483189,7.838816,0.849261,0.177494,0.007796,0.858432,0.999748,0.229009,-0.295315,0.473778,2.688733,0,1.046058,0.145184,0.017979,0.652374,0.025483,0.091491,-5.12605E+11,-0.017966,4635442265,29.3755,2.4662,0.086292,0.113329,1
000006,2008-12-31,1.738363,0.080642,3.179819,0.716675,0.395332,0.004748,0.700062,0.985314,0.063395,217.228435,0.078589,0.20418,1.961058,0.465786,0.197841,0.029085,0.31857,0.023694,0.159396,-775296266.7,-0.23037,840503571.9,18.7611,5.6616,0.035198,0.03688,1
000006,2009-03-31,1.936323,0.246986,7.752364,0.728142,0.373359,0.003905,0.619301,0.998659,0.144464,-1.733233,-0.631122,0,0.767635,0.067331,0.032559,0.010451,0.472505,0.038883,0.169656,-882581489,-0.017959,524829599.6,18.7611,4.3405,0.035198,0.040006,1
000006,2009-06-30,1.885267,0.318457,2.738963,0.738858,0.353441,0.003438,0.622805,0.997778,0.239635,-0.248294,-0.174565,0,4.054051,0.160187,0.075219,0.017011,0.463304,0.054838,0.25836,-1402434745,0.027732,952161890.2,18.7611,4.3405,0.035198,0.040006,1
000006,2009-09-30,3.340377,0.527457,3.420591,0.741971,0.347762,0.003196,0.353429,0.768808,0.283309,0.405065,-0.099217,0.056579,5.436506,0.134038,0.093912,0.026087,0.446077,0.061033,0.26275,-1706608958,0.064407,-1561377346,18.7611,5.6616,0.035198,0.038584,1
000006,2009-12-31,4.413339,0.585791,5.319925,0.698577,0.431482,0.001403,0.278519,0.880657,0.228084,1.473801,0.812787,0,7.499266,0.382903,0.296142,0.053684,0.610589,0.0316,0.115986,-846776595.1,0.050746,-2201710680,18.7611,5.6616,0.035198,0.038584,1
000006,2010-03-31,3.940577,0.658429,3.283253,0.711158,0.406158,0.001353,0.309575,1.000405,0.059009,-0.765774,0.724749,0,1.555483,0.057695,0.043054,0.005665,0.708991,0.0264,0.139423,-425666869.8,-0.00712,-2072312114,18.7611,5.6616,0.035198,0.037063,1
000006,2010-06-30,4.232763,0.705159,3.862138,0.721469,0.386061,0.001296,0.289501,0.999992,0.035891,0.604137,0.584899,0,4.046215,0.153216,0.117019,0.014799,0.62135,0.024918,0.115717,-37321455.79,0.015814,-1956579355,18.7611,5.6616,0.035198,0.037063,1
